TAG,TEXT,LINK
<p>,"2. It shall help the Electronics and Communication Engineering (ECE) Department of PEC University of Technology, Chandigarh in developing the design facility (in AutoCAD) in the areas of wired and wireless system.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"3. Setting up of the lab would benefit the faculty, Under Graduate (UG), Post Graduate (PG) and PhD students for lab experimentation, BE projects, ME / PhD Dissertation in the field of communication.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"4. It shall help the industrial training, industrial tour and employment of the Under Graduate, Post Graduate students of ECE department.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"5. It shall help in improving the technical skills of the faculty by providing up to date technology development training from time to time.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"6. It shall provide hands on experience of live technologies and hence better technical understanding of the same.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"7. It shall create the opportunity for PEC students to work on projects like, RF optimization, Network planning, EMF, Transmission, Broadband (Wi-Fi and DSL) etc.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"8. It shall also impart the students to use the lab for exploring new and fresh innovative ideas and support for the same will be provided by Connect Broadband.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"9. It shall also provide the knowledge regarding WBB (Wireless Broadband), FTTH (Fiber To The Home), GSM live BTS (Base Transceiver Station) and CDMA","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"This arrangement is on Non-commercial basis.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"Speaking on the inauguration ceremony, Mr Arvind Bali, Director and CEO of Videocon Telecom and Connect Broadband said, “We strongly believe that industry and academia have to work closely to establish centres of excellence. In international markets this has been the trend and we want to lead this culture in India as well. These engineering students are going to be the drivers of technology in future. We strongly believe that it is our responsibility to expose them to the technological developments around the globe. We have taken this initiative to ensure closer coordination with one of the most prestigious technology institutes in the region.”","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"“This is the second such lab set up by QTL (Connect Broadband & Videocon Telecom). Earlier the company has already established an advanced technology lab in Chitkara University. Plans for setting up two more labs are in the pipeline i.e. Thapar University and Rayat and Bahara University. In the next 12 months Connect and Videocon propose to establish 10 more such labs in all the leading engineering institutes. An investment of Rs 5 Cr has been earmarked for the same”, added Mr. Bali.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"Mr Manoj Arora, Director PEC University of Technology said, “We appreciate Videocon Connect for this initiative. It will help our students keep pace with the technological advancements in Communication Engineering. I am sure the students and the faculty will gain immensely from the interaction with the business group”.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"All Top Stories","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/connect-broadband-establishes-videocon-advanced-communication-lab"
<p>,"Quick Links","https://pec.ac.in/top-stories?page=5"
<p>,"","https://pec.ac.in/top-stories?page=5"
<p>,"University celebrated its 45th Annual Convocation on Saturday, 17th October 2015","https://pec.ac.in/top-stories?page=5"
<p>,"Aaghaz is the inaugural event of the Dramatics Club, and was held under the theme of Freshers’ Nights","https://pec.ac.in/top-stories?page=5"
<p>,"Dr. Sachdev joined PEC in 1953, and was the principal of the college from 1969-1977","https://pec.ac.in/top-stories?page=5"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/top-stories?page=5"
<p>,"Quick Links","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"PEC University of Technology witnessed a landmark celebration at its campus as the university celebrated its 45th Annual Convocation on Saturday, 17th October 2015. Dr. Anil Sahsrabudhe, Chairman, All India Council of technical Education (AICTE) was the Chief Guest on the occasion. 412 students in BE programme, 247 students in Master’s programme and 8 students in Ph.D. programme were conferred degrees. A number of meritorious students, including 10 gold medalists and 11 silver medalists were also honored during the ceremony.","https://pec.ac.in/events/convocation-2015"
<p>,"GOLD MEDAL LISTS","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"SNAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"CGPA","https://pec.ac.in/events/convocation-2015"
<p>,"11101012","https://pec.ac.in/events/convocation-2015"
<p>,"MR. SHUBHAM JAIN","https://pec.ac.in/events/convocation-2015"
<p>,"AEROSPACE ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.57 with Honors","https://pec.ac.in/events/convocation-2015"
<p>,"11102068","https://pec.ac.in/events/convocation-2015"
<p>,"MR. KANAV CHOPRA","https://pec.ac.in/events/convocation-2015"
<p>,"CIVIL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.80","https://pec.ac.in/events/convocation-2015"
<p>,"11103012","https://pec.ac.in/events/convocation-2015"
<p>,"MS. ISHA BATRA","https://pec.ac.in/events/convocation-2015"
<p>,"COMPUTER SCIENCE & ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.61","https://pec.ac.in/events/convocation-2015"
<p>,"11104049","https://pec.ac.in/events/convocation-2015"
<p>,"MS. SAKSHI","https://pec.ac.in/events/convocation-2015"
<p>,"ELECTRICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.58","https://pec.ac.in/events/convocation-2015"
<p>,"11105042","https://pec.ac.in/events/convocation-2015"
<p>,"MR. RAHUL GARG","https://pec.ac.in/events/convocation-2015"
<p>,"ELECTRONICS & ELECTRICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"10.00","https://pec.ac.in/events/convocation-2015"
<p>,"11106005","https://pec.ac.in/events/convocation-2015"
<p>,"MS. APOORVA OHRI","https://pec.ac.in/events/convocation-2015"
<p>,"INFORMATION TECHNOLOGY","https://pec.ac.in/events/convocation-2015"
<p>,"9.49","https://pec.ac.in/events/convocation-2015"
<p>,"11107002","https://pec.ac.in/events/convocation-2015"
<p>,"MR. ABHEYJIT SINGH SANDHU","https://pec.ac.in/events/convocation-2015"
<p>,"MECHANICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.84","https://pec.ac.in/events/convocation-2015"
<p>,"11108038","https://pec.ac.in/events/convocation-2015"
<p>,"MR. VISHESH GARG","https://pec.ac.in/events/convocation-2015"
<p>,"MATERIALS & METTALURGICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.34","https://pec.ac.in/events/convocation-2015"
<p>,"11109011","https://pec.ac.in/events/convocation-2015"
<p>,"MR. GAGANVEER SINGH","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.40 with Honors","https://pec.ac.in/events/convocation-2015"
<p>,"11109016","https://pec.ac.in/events/convocation-2015"
<p>,"MR. KARANDEEP SINGH NAYYAR","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.40","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"SILVER MEDAL LISTS","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"SNAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"11101014","https://pec.ac.in/events/convocation-2015"
<p>,"MS. TANYA PATHAK","https://pec.ac.in/events/convocation-2015"
<p>,"AEROSPACE ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11102051","https://pec.ac.in/events/convocation-2015"
<p>,"MR. SHASHANK GUPTA","https://pec.ac.in/events/convocation-2015"
<p>,"CIVIL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11103007","https://pec.ac.in/events/convocation-2015"
<p>,"MR. ASHISH GUPTA","https://pec.ac.in/events/convocation-2015"
<p>,"COMPUTER SCIENCE & ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11104066","https://pec.ac.in/events/convocation-2015"
<p>,"MR. ANJANDEEP SINGH SAHNI","https://pec.ac.in/events/convocation-2015"
<p>,"ELECTRICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11105042","https://pec.ac.in/events/convocation-2015"
<p>,"MR. RAHUL GARG","https://pec.ac.in/events/convocation-2015"
<p>,"ELECTRONICS & ELECTRICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11106024","https://pec.ac.in/events/convocation-2015"
<p>,"MR. SHUBHAM SETHI","https://pec.ac.in/events/convocation-2015"
<p>,"INFORMATION TECHNOLOGY","https://pec.ac.in/events/convocation-2015"
<p>,"11107008","https://pec.ac.in/events/convocation-2015"
<p>,"MR. ANKIT PRASHAR","https://pec.ac.in/events/convocation-2015"
<p>,"MECHANICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11108010","https://pec.ac.in/events/convocation-2015"
<p>,"MR. DIVYA VIDHANI","https://pec.ac.in/events/convocation-2015"
<p>,"MATERIALS & METTALURGICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11108024","https://pec.ac.in/events/convocation-2015"
<p>,"MR. PRANJAL SAXENA","https://pec.ac.in/events/convocation-2015"
<p>,"MATERIALS & METTALURGICAL ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11109011","https://pec.ac.in/events/convocation-2015"
<p>,"MR. GAGANVEER SINGH","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"11109016","https://pec.ac.in/events/convocation-2015"
<p>,"MR. KARANDEEP SINGH NAYYAR","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"KALPANA CHAWLA MEMORIAL GOLD MEDAL (MEDAL, CERTIFICATE & CASH PRIZE OF RS. 25000/-)","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"NAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"CGPA","https://pec.ac.in/events/convocation-2015"
<p>,"11101012","https://pec.ac.in/events/convocation-2015"
<p>,"MR. SHUBHAM JAIN","https://pec.ac.in/events/convocation-2015"
<p>,"AEROSPACE ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.57 with Honors","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"ADITYA MIGLANI MEMORIAL GOLD MEDAL (MEDAL & CERTIFICATE)","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"NAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"CGPA","https://pec.ac.in/events/convocation-2015"
<p>,"11103012","https://pec.ac.in/events/convocation-2015"
<p>,"MS. ISHA BATRA","https://pec.ac.in/events/convocation-2015"
<p>,"COMPUTER SCIENCE & ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.61","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"ADVISOR’S GOLD MEDAL (GOLD MEDAL & CERTIFICATE)","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"NAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"11109027","https://pec.ac.in/events/convocation-2015"
<p>,"MS. VANDANA DEVI","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"CHARU MEHTA MEMORIAL MEDAL (CERTIFICATE & CASH PRIZE OF RS. 2000/-)","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"NAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"CGPA","https://pec.ac.in/events/convocation-2015"
<p>,"11109011","https://pec.ac.in/events/convocation-2015"
<p>,"MR. GAGANVEER SINGH","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.40 with Honors","https://pec.ac.in/events/convocation-2015"
<p>,"11109016","https://pec.ac.in/events/convocation-2015"
<p>,"MR. KARANDEEP SINGH NAYYAR","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.40","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"SARVNIPUN CHAWLA MEMORIAL AWARD (CASH PRIZE OF RS. 5000/-)","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"NAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"CGPA","https://pec.ac.in/events/convocation-2015"
<p>,"11109011","https://pec.ac.in/events/convocation-2015"
<p>,"MR. GAGANVEER SINGH","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.40 with Honors","https://pec.ac.in/events/convocation-2015"
<p>,"11109016","https://pec.ac.in/events/convocation-2015"
<p>,"MR. KARANDEEP SINGH NAYYAR","https://pec.ac.in/events/convocation-2015"
<p>,"PRODUCTION ENGINEERING","https://pec.ac.in/events/convocation-2015"
<p>,"9.40","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"ADMINISTRATOR’S GOLD MEDAL (GOLD MEDAL & CERTIFICATE)","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"NAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"11106005","https://pec.ac.in/events/convocation-2015"
<p>,"MS. APOORVA OHRI","https://pec.ac.in/events/convocation-2015"
<p>,"INFORMATION TECHNOLOGY","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"SHEILLY SACHDEV MEMORIAL AWARD (GOLD MEDAL & CERTIFICATE)","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"NAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"11106032","https://pec.ac.in/events/convocation-2015"
<p>,"MR. ANKUSH JAIN","https://pec.ac.in/events/convocation-2015"
<p>,"IT","https://pec.ac.in/events/convocation-2015"
<p>,"","https://pec.ac.in/events/convocation-2015"
<p>,"CHARU PURI AWARD (MEDAL, CERTIFICATE & CASH PRIZE OF RS. 5000/-)","https://pec.ac.in/events/convocation-2015"
<p>,"SID","https://pec.ac.in/events/convocation-2015"
<p>,"NAME","https://pec.ac.in/events/convocation-2015"
<p>,"BRANCH","https://pec.ac.in/events/convocation-2015"
<p>,"11107042","https://pec.ac.in/events/convocation-2015"
<p>,"MR. PRANJAL RAWAT","https://pec.ac.in/events/convocation-2015"
<p>,"MECHANICAL","https://pec.ac.in/events/convocation-2015"
<p>,"Addressing the gathering, the Chief Guest Dr. Anil Sahsrabudhe, Director, AICTE applauded PEC’s research and development inititatives. Speaking of falling education standards, he rued the fact that the level of engineering education in the country was below par. Citing a review committee report of AICTE, he vouched for more autonomy to colleges to set their own academic syllabus and curriculum, while emphasizing that colleges should shoulder this independence responsibly. Addressing the graduates directly, the Chief Guest said that their focus should be on using their knowledge to drive innovations that can revolutionise the world. He mentioned how engineers today are problem solvers who may need to solve problems that are unheard of today.","https://pec.ac.in/events/convocation-2015"
<p>,"Dr. Som Mittal, Chairman, Board of Governors, PEC and former Chairman, NASSCOM also addressed the gathering on this occasion. Emphasizing the importance of work ethics, he said that the value system of PEC students is the differentiating factor that helps them excel in the professional world. He earmarked trust, humility and a sense of belonging for their work as traits that would help the young graduates excel in life. He appreciated the support extended by the UT Administration time and again, in all endeavors of PEC University of Technology.","https://pec.ac.in/events/convocation-2015"
<p>,"The Director welcomed the students and dignitaries, recounting Dr Sahsrabudhe’s life and his contribution in the field of education. This was followed by PEC’s annual report. Applauding the efforts of the institute’s Training and Placement Office, he informed the gathering that PEC students had bagged an unprecedented 415 placement offers in over 93 companies, including a number of start-ups that visited the campus in 2014-15.","https://pec.ac.in/events/convocation-2015"
<p>,"He mentioned that in the year 2014-15 about 150 research papers were presented by the faculty in various national / international conferences and published in various journals. Outlining the rapid strides in research and development, stated that PEC was currently involved with 11 sponsored research projects.","https://pec.ac.in/events/convocation-2015"
<p>,"Enlisting the extra-curricular achievements, he informed the gathering that students from various cultural clubs and technical societies had won numerous awards at several cultural and technical festivals across the country. He proudly mentioned that PEC had successfully achieved all the ten parameters of TEQIP II programme and was also interacting with sister institutions of higher learning under CRIKC.","https://pec.ac.in/events/convocation-2015"
<p>,"He also informed the gathering of the infrastructural development, including the construction of the new academic block that will be completed by early 2016. The library had been made RFID-ready and a portion would be expanded as digital library soon. He mentioned that the foundation stone for expansion of Shivalik Hostel had been laid the previous day.","https://pec.ac.in/events/convocation-2015"
<p>,"He also recounted the support of PEC’s alumni network, thanking them for their support in preparing the college anthem 'We are PEC’. He also informed that a new PEC alumni website had been launched recently.","https://pec.ac.in/events/convocation-2015"
<p>,"Finally, congratulating the students, the Director wished them luck to face all upcoming challenges in their life. He exhorted them to work hard and uphold the great values imbibed by the institution. He extended his wishes by reciting a short poem wherein he urged the students to stay motivated and never lose heart.","https://pec.ac.in/events/convocation-2015"
<p>,"The joyous evening came to an end with the National Anthem, as the new graduates marched towards their professional careers with new-found hope and enthusiasm.","https://pec.ac.in/events/convocation-2015"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/convocation-2015"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/convocation-2015"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/convocation-2015"
<p>,"All Top Stories","https://pec.ac.in/events/convocation-2015"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/convocation-2015"
<p>,"Quick Links","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"Kick starting this year’s round of cultural events at PEC University of Technology, the Dramatics Club continued to entertain with the newest edition of its flagship event – Aaghaz’15 showcasing freshmen talent in a wide variety of five skits and six dance performances. Deputy Director Dr. Sanjeev Sofat, DSA Perminderjit Singh, ADSA Divya Bansal, Prof. Arshdeep Singh, Prof. Dina Nath and Prof. Shobhna Dhiman were present on the occasion.","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"The highlights of the event were the standout performances in the form of comical acts and Bollywood dance forms. Skits titled ‘Anushka ka Swayamvar’ and ‘CCA pichhe pada hai’ were well received by the audience. The commendable direction of the skits and the choreography of the dances was done by second year students under the supervision of the senior members of the club. The skits sought to deliver strong social messages. The event showcased some standout performances in the form of comical acts and Bollywood dance forms.","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"Aaghaz is the inaugural event of the Dramatics Club, and was held under the theme of Freshers’ Nights this year. Freshers’ Nights will include the inaugural event of Music Club, ‘Chords’ on 8th October and ‘Friday Night at PEC Market’ on 9th October 2015. These events have been organized to provide a fun-filled welcome to the newly admitted students in 1st year, while providing them a chance to showcase their skills.","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"All Top Stories","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/dramatics-club-organises-inaugural-event-‘aaghaz’-pec"
<p>,"Quick Links","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"PEC University of Technology held a celebration to felicitate former Principal, Punjab Engineering College Dr. S K Sachdev. Dr. Sachdev joined PEC in 1953, and was the principal of the college from 1969-1977.","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"The event started with the recitation of the PEC anthem, ‘We are PEC’. Following this, the Director Dr. Manoj K Arora presented a bouquet to Dr. Sachdev and welcomed him to the institute. The Director recalled his association with Dr. Sachdev, remembering him as one of the first people to have blessed him on assuming charge as Director of the college. Dr. Arora revealed he had learnt a lot from the books that Dr. Sachdev had gifted him on numerous occasions. Dr. Sachdev, a nonagenarian, thanked the Director for the honour bestowed upon him by the institute. He talked about his time as the Principal of the college and encouraged students to follow a regime of Pranayama regularly. Dr. Sachdev has authored over 10 books on spirituality and education, and was also the founder of a Yoga club at PEC. Dr. Manoj K Arora, thanked Dr. Sachdev for his enlightening words. He shared his experience of doing Pranayama regularly, and the change it had brought in his life. Quoting from the book ‘Prana, Pranayama and Pran Vidya’, he said, “We learn best at our most active times. Knowledge of our internal rhythm can help us shift our most active times and study with full attention and concentration.”","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"Honouring Dr. Sachdev, the institute presented him with a shawl, memento and citation to thank him for his contribution to the institute.","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"All Top Stories","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/pec-felicitates-former-principal-dr-s-k-sachdev"
<p>,"Quick Links","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"The Computer Centre, Punjab Engineering College (Deemed to be University), Chandigarh in association with Chandigarh Sub Section of IEEE is organized a Six Weeks Workshop on Web Development & Introduction to Programming the Internet of Things (IoT) from 3rd June to 15th July, 2019. The Workshop was Coordinated by Dr. Sanjay Batish, Head Computer Centre and Co-Coordinated by Sh. Sushil Kumar, Sh. Prabhsimran Singh Bindra and Sh. Sandeep Pathak. Prof. Sanjeev Kumar, Dean Student Affairs, PEC was the Chief Guest for the Valedictory Function on the last day of the workshop.","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"The workshop comprised to theoretical and practical sessions on daily basis. Expert Lectures from eminent field experts were also conducted in due course of the workshop. Lectures related to use of IoT in modern Smart Cities such as IoT and Telemedicine by Dr. Sanjay Sood, Associate Director, C-DAC, Mohali, Introduction to Fog Computing by Dr. Nitin Auluck, Department of Computer Science and Engineering, IIT Ropar and How to build RFID and IoT Devices by Dr. Suman Kumar, Department of Electrical Engineering, IIT Ropar were delivered during the workshop.","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"In this workshop, students learnt the planning and creation of websites. This includes the information architecture, user interface, site structure, navigation, layout, colours, fonts, and imagery. The website development was then continued with programming in PHP and handling databases with MySQL.","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"This workshop was also an introduction to the world of Internet of Things (IoT) for the students. For the development of an IoT solution, students learnt the basics of the Python Programming Language. Students worked on the Raspberry Pi to design and develop practical IoT devices while learning programming and computer hardware. In addition, students learnt how to set up the Raspberry Pi environment, get a Linux operating system running, and write and execute some basic Python code on the Raspberry Pi. Students learnt how to use Python-based IDE (integrated development environments) for the Raspberry Pi and how to trace and debug Python code on the device.","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
